id,first_author,n_authors,title,abstract,language,publication,source_type,source,first_author_country,type,publication_year
301,Galloway,1,Soundwalking and the Aurality of Stardew Valley: An Ethnography of Listening to and Interacting with Environmental Game Audio,"This chapter focuses on the sound culture of the popular indie farming simulator Stardew Valley, and how its game audio reconnects players with nature and ecology, using music and environmental sounds that model ecological principles and facilitate ludic interaction with the materiality of nature. Applying the practice of soundwalking to gameplay revealed the subtle yet significant role of listening in Stardew Valley’s gameplay that is not explicitly stated in the directions for the game. Video games demand that we listen past this implicit assumption and come to understand how the “digital” and “natural” converge in productive ways to reframe and extend public discourse surrounding the environment. Stardew Valley and other environmental games take places seriously in their rendering of environments, but also in their detailed weather conditions and the interactions among human and nonhuman-organic and inorganic actors. Games have a growing influence on culture and can be used as tools to inject positive messages and modes of being-in-the-world.",English,55,url,https://doi.org/10.4324/9781351253208,3,empirical,2020
302,Galloway,1,"Climate Games, the Blue Humanities, and Listening to the Deep-Sea Ecosystems in Games in a Time of Ecological Crisis","Abzû , released in 2016 by Giant Squid Studios, is an underwater adventure exploration game where the player plays as an unspeaking protagonist, known as the Diver, who communicates only through sonic “pings” as they navigate the unexplored depths of the ocean. In this discussion of the aquatic ecosystem modeling and sound design of Abzû and its relationship to narrative and game mechanics, the author applies approaches from the blue humanities and Stefan Helmreich’s concept of the “alien ocean,” a term he reclaims from the marine biologists who used it to describe the “strangeness” of the creatures they were investigating, to address how players interact with and come to understand in-game deep-sea soundscapes that are beyond human perception and experienced by playing as an AI exploration entity. The article considers how inequities in power and agency are translated into constructions of knowledge and the epistemological framing and scoring the nonhuman “other” (and what that communicates about being human) in environmental art that explores environments uninhabited by human life. In Abzû , the author looks at what the framework of the blue humanities and blue media can shape the discussion of ecological game sound design.",English,121,url,https://doi.org/10.5325/ampamermusipers.2.2.0139,3,empirical,2021
303,Galloway,1,So You’re Going on a “Short” Hike? Sensory Awareness and Listening to Ecoregions in A Short Hike,"A Short Hike employs ecological zone sound design in the form of location-based audio cues, region-specific tracks and soundscapes, and an interactive soundtrack that responds to Claire’s location or the nature of her movement. This sensory knowledge directly informs how we listen to, perceive, and negotiate the layered nature of place in games.",English,26,url,https://doi.org/10.5406/19407610.16.3.03,3,empirical,2023
304,Gislam,1,The Effect of the Non-Human on the Generation of Narrative and Space in Digital Games,"This thesis investigates entanglements between digital game narratives and non-human matter through a framework of game space which draws on theories of spatial production and non-human agency as well as insights from the Gothic. The framework proposed in this thesis positions non-human matter as both space and narrative co-constructors, existing alongside, and working with, players, and developers. By way of this framework the project contributes significantly to the understanding of how game space, narrative, and players intersect, highlighting the ways in which these identities emerge from their relations. Through a close reading of three Gothic game texts The Binding of Isaac: Afterbirth + (Nicalis, 2017), Bloodborne (From Software, 2015), and Death Stranding (Kojima Productions, 2019), the research explores the ways in which non-human matter, specifically procedural content generation, non-player characters, and game space, are agentive aspects working alongside the human player in the generation of narrative. As such, this thesis identifies games as sites of collaboration between the human and the non-human. The thesis is structured to trace the entanglements between player and game steadily outwards, beginning in the intra-story world of the game, leading, ultimately, to the imbrication of games with the wider phenomena of the climate crisis. Each chapter is connected through the problematising of human-centred notions of space and finds that in their co-construction of narrative and space, digital games illuminate current anxieties surrounding consumption and the environment. By the conclusion the thesis finds that digital games are not only part of the entanglements which form what we understand as the climate crisis but are also folded into the crisis themselves, from their development, shipment, and consumption to how they reinforce harmful notions of nature as a hub of resources open for extraction. As a result, the findings of my research contribute to emerging scholarship in game studies that seeks to recentre the non-human in explorations of space and narrative.",English,105,url,https://e-space.mmu.ac.uk/id/eprint/634136,5,empirical,2023
305,Gómez-Martínez,2,"Dark wings, bright insights: a comprehensive analysis of corvid species in Pokémon games",,English,177,url,https://doi.org/10.5281/zenodo.10644039,46,empirical,2023
306,Goulart,1,Os fungos em Pokémon,"O presente artigo tem como objetivo demonstrar como os fungos podem ser fontes de inspiração para a criação dos jogos eletrônicos da franquia Pokémon. Para tanto, coletei informações referentes aos personagens dos jogos e as influências fúngicas presentes em seus designs e características morfológicas, fisiológicas e ecológicas. Ao, total foram encontrados nove Pokémon baseados em fungos, alocados nas ordens: Agaricales, Hypocreales e Pezizales, grande parte deles possuindo o tipo Grass. Concluo que os jogos eletrônicos, enquanto produções culturais de grande popularização, podem ser uma ferramenta para auxiliar na proteção da biodiversidade, pois é conhecendo que se criam afetos para proteger o ambiente.",Portuguese,206,url,https://doi.org/10.5281/zenodo.11538292,60,empirical,2019
307,Goulart,1,As plantas carnívoras e cactos Caryophyllales em Pokémon um olhar a partir da Botânica Cultural,"O presente trabalho busca trazer um olhar para as plantas carnívoras e os cactos presentes na franquia de jogos eletrônicos Pokémon, a partir do que se convencionou chamar de Botânica Cultural Para tanto, coletei informações referentes aos personagens dos jogos e às características vegetais presentes em seus designs e características morfológicas, fisiológicas e ecológicas Ao total foram encontrados sete Pokémon baseados na ordem Caryophyllales Concluo que as mídias podem ser importantes ferramentas para a popularização do conhecimento sobre a biodiversidade existente em nosso planeta",Portuguese,115,url,https://www.revistaabruxa.com/c%C3%B3pia-volume-3-2019,60,empirical,2020
309,Gusland,1,Video Games and Sustainability Transformations: Exploring the Potential for Empowered Subjectivities through Virtual Experience A Qualitative Case Study of Eco,"In the context of socio-environmental issues, increasing calls are made for social transformations. However, it remains unclear how to engender such processes. In this thesis, I aim to address this gap in knowledge through the exploration of the potential role of virtual sustainability games in engendering psycho-social transformation. I examine the research objective through a qualitative case study of Eco, an online virtual sustainability game. Based on a broad range of theoretical literature, the thesis has identified and developed four qualities that can have transformative potential. The relevance of the four qualities has been tested through confrontation with empirical data, suggesting some positive results. Further comparative studies would be required to explore how different sustainability-oriented video games (or perhaps other forms of media and art) engage the four theoretically-derived qualities I have explored in this thesis – or others that remain to be identified – and the degree to which these shape their transformative potential and outcomes. This would ideally include longer-term follow up research of participant''s ongoing reflections and actions in the material world.",English,105,url,https://www.duo.uio.no/handle/10852/88735,43,empirical,2021
310,Haske,1,"Exploring the hidden depths of ‘Abzû: Matt Nava talks the environmental, and mythological, soul of Giant Squid’s breathtaking undersea debut",,English,239,url,https://www.inverse.com/article/21362-abz-creative-director-matt-nava-interview,3,empirical,2016
311,Haugom,1,When Ludology and Narratology Meet: A Comparative Analysis of an Ecofictional Video Game and an Ecofictional Book,"In this master’s thesis, I study the representations of the relationship between the main characters and their wider environment in the ecofictional video game A New Beginning (Final Cut) (2012) by Daedalic Entertainment and in the ecofictional book Code Blue (2018) by Marissa Slaven. The aim of this study is to explore and expand on the ecocritical research on video games and books within the children’s and young adult (YA) literary field of study. The study is innovative because it utilizes Espen Aarseth’s “A Narrative Theory of Games” (2012), which is originally intended to be used while studying video games, to analyse and compare a video game and a novel. Therefore, this master’s thesis is titled “When Ludology and Narratology Meet. A Comparative Analysis of an Ecofictional Video Game and an Ecofictional Book”, because it uses theory and approaches from both fields of study. To analyse the book and the video game ecocritically, I have used the analytical tool “The Nature in Culture Matrix” (The NatCul Matrix) developed by the research group “Nature in Children’s Literature and Culture” (NaChiLitCul), as presented in the book Ecocritical Perspectives on Children’s Texts and Cultures. Nordic Dialogues (Goga, Guanio-Uluru, Hallås and Nyrnes, 2018). I have divided the analysis into three stages (A, B and C). In stage A, I analysed excerpts from the video game and the book in accordance with Aarseth’s (2012) four categories. I decided to combine the categories into pairs: “World and events” and “characters and objects”. In stage B, I used The NatCul Matrix to analyse the representations of the relationship between the main characters and their wider environment that I found in each category from Aarseth’s theory. I placed the categories in regards to the axes and the dimension of “techne” in the NatCul Matrix. First, I analysed and placed each category from the video game into the matrix, separately. Then, I did the same with the categories in the book. The NatCul Matrix has a vertical axis that describes attitudes from a celebrating to a problematizing of nature, and a horizontal axis showing a continuum between the ecocentric horizon and the anthropocentric horizon. The last dimension of the matrix circumscribes the notion of techne, which emphasizes that all works are created by humans and for humans. In stage C, I analysed and compared the representations of the relationship between the main characters and their wider environment, which I found in the categories “world and events” and “characters and objects” in the video game with the corresponding representations that I found in the categories in the book. I did this by comparing how the different categories were placed within The NatCul Matrix in both the video game and the book. Within all the three analysis stages, I have drawn on Wolfgang Iser’s (1972, p. 285) reader-response theory, in particular his term “gap”, which I used to analyse the differences and similarities of interpreting a story as a player and as a reader, and to gather information about the relationship between the main characters and their wider environment. The findings reveal that the representations of the relationship between the main characters and their wider environment reside within the portrayal of the world and events, and in the interactions between the characters and the objects filling the respective works’ portrayal of the world. Because these representations exist within human-made stories, in a video game and a book, the representations are mediated and will inherently carry representations of how humans position themselves in relation to nature. I also found that it is possible to ecocritically compare representations of the relationship between the main characters and their wider environment in a video game and a book, by using a theoretical framework that combines ludology and narratology.",English,105,url,https://hvlopen.brage.unit.no/hvlopen-xmlui/handle/11250/2601276,43,empirical,2019
312,Ho,5,Good ethics cannot stop me from exploiting: The good and bad of anthropocentric attitudes in a game environment,"Video games have the potential to be a tool for communicating pro-environmental values. The present study examines the correlation between players’ environmental attitudes and their interaction with virtual natural resources. This study constructs Bayesian ordinal logistic models to analyze survey data of 640 Animal Crossing: New Horizon (ACNH) players from 29 countries. Results show that the frequency of catching in-game animals (fish and insects) is positively correlated with the level of human centeredness in environmental attitudes. In addition, less anthropocentric players tend to use more sustainable methods to collect woods in ACNH. Such a particular way of interacting with in-game animals and trees based on their species may be attributable to players’ environmental attitudes and game designs.This paper discusses how game design can play a role in promoting proenvironmental behaviors and highlights the moral implications of interactions with non-human beings.",English,28,url,https://doi.org/10.1007/s13280-022-01742-y,9,empirical,2022
313,Ho,5,"Virtual tree, real impact: how simulated worlds associate with the perception of limited resources","Video games have long been considered an effective educational tool. Environmental education studies have found that games positively affect the feeling of nature connectedness, producing pro-environmental attitudes and behaviors. With growing urbanization, video games also provide chances to interact with nature. During the COVID-19 lockdown, Nintendo’s Animal Crossing: New Horizon (ACNH) became a household name, with millions of copies sold worldwide. The article used the Bayesian multilevel model to analyze 640 survey responses of ACNH game players from various online communities. The correlations between the perception of limited resources and virtual planting and exploiting behaviors with the varying effect among ethnicities were explored. The findings suggested positive correlations between the perception and in-game actions among all ethnicities, regardless of whether the actions are planting or exploiting. While further evidence is needed, the findings suggest the restraints of game mechanics. To foster a pro-environmental culture, stakeholders can consider video games a novel technological aid to environmental education.",English,29,url,https://doi.org/10.1057/s41599-022-01225-1,9,empirical,2022
314,Hobbs,8,Science Hunters: Teaching Science Concepts in Schools Using Minecraft,"Science Hunters is an outreach project based at Lancaster University, UK. It uses the computer game Minecraft, alongside interactive discussion and hands-on demonstrations, to engage children with scientific research topics and science learning. As part of ongoing evaluation, the efficacy of this approach as an educational intervention was tested via pre- and post-activity questionnaires for two session topics, with 492 children participating through schools in 2017 and 2018. Statistically significant improvement in subject knowledge was seen in post-intervention scores for both topics. There was some variation in both absolute and improvement score results between boys and girls, and primary and secondary school students. Participation leads to improved subject knowledge and understanding, regardless of prior existing knowledge.",English,125,url,https://doi.org/10.51724/arise.23,5,empirical,2019
315,Hobbs,5,"A collaborative, user-based approach to developing science-communication resources using Minecraft","Science Hunters is a UK outreach project that uses Minecraft (a computer game that allows children to build with a wide range of blocks) to engage children with science. Sessions are based on a range of science topics and include practical activities. A new topic, on bioluminescence, was designed in collaboration with staff and students at Aylesford School, a multiphase academy in Warwick, UK. The session was then tested with a primary school (Woodrow First School) and a secondary school (South Bromsgrove High School) in Worcestershire, UK, with benefits for all involved: practitioners gained direct access to the views of students, while students contributed to the development of a nationwide resource, giving them a sense of ownership and insights into research and professional practice processes.",English,213,url,https://www.ase.org.uk/resources/school-science-review/issue-378/collaborative-user-based-approach-developing-science,5,empirical,2020
316,Hobbs,5,"Exploring Coral Reef Conservation in '"Minecraft'"","Laura, Sophie, Jackie and Carly, Science Hunters from Lancaster University, and Tom of Colville Primary School, London, explore the use of virtual worlds to understand realworld processes.",English,197,url,https://www.ase.org.uk/resources/ase-international-journal/issue-9/exploring-coral-reef-conservation-in-minecraft,5,empirical,2020
317,Horsten,1,What did I just learn?: How commercial video games could underhandedly teach players environmental sustainability,"Commercial video games have a great potential in battling the ongoing environmental crises. However, literature has so far largely neglected a connection between environmental sustainability and commercial video games. Therefore, this thesis analyses environmental sustainability incorporations in commercial video games by conducting a case study on Horizon Forbidden West (HFW). This case study is executed with help of an originally developed analytical model called Dimensions of Environmentally Sustainable Gameplay. The case study concludes that HFW especially excels in creating a realistic environmentally sustainable game world. Other dimensions of environmentally sustainable gameplay such as environmental objects, agents and events, need more improvement. HFW shows problematic incorporation of video game objects as it is merely based on mastering the environment in the form of resource extraction. The research findings indicate that HFW’s producers have not yet uncovered the medium’s full potential. This thesis encourages further research into environmental sustainability in commercial video games and provides commercial video game producers with the necessary tools to create future games with improved environmental considerations.",English,105,url,https://hj.diva-portal.org/smash/record.jsf?pid=diva2%3A1678227&dswid=-3605,42,empirical,2022
318,Hubertová,1,Reflection on Environmental Issues in Mainstream Video Games: Asking Players,,English,105,url,http://hdl.handle.net/20.500.11956/150667,37,empirical,2021
319,Jayaraman,1,Design Principles to Foster Respect for Nature in Video Games,"Video games are critical and relevant tools which can be used to influence perceptions of nature. Many games have already sought to educate players about environmental issues, but the effect that games as a whole have on players’ respect for nature is yet uncertain. This thesis thus aims to investigate this issue by conducting a game analysis based on a framework of respect for nature, which will be established as a foundational aspect of this paper. From the game analysis, lessons and design principles that can be employed in future game design to foster respect for nature in players will be collated.",English,105,url,https://uu.diva-portal.org/smash/record.jsf?aq2=%5B%5B%5D%5D&c=6&af=%5B%5D&searchType=LIST_LATEST&sortOrder2=title_sort_asc&query=&language=en&pid=diva2%3A1762529&aq=%5B%5B%5D%5D&sf=all&aqe=%5B%5D&sortOrder=author_sort_asc&onlyFullText=false&noOfRows=50&dswid=-4798,42,empirical,2023
320,Jepson,2,Nature apps: Waiting for the revolution,"Apps are small task-orientated programs with the potential to integrate the computational and sensing capacities of smartphones with the power of cloud computing, social networking, and crowdsourcing. They have the potential to transform how humans interact with nature, cause a step change in the quantity and resolution of biodiversity data, democratize access to environmental knowledge, and reinvigorate ways of enjoying nature. To assess the extent to which this potential is being exploited in relation to nature, we conducted an automated search of the Google Play Store using 96 nature-related terms. This returned data on *36 304 apps, of which *6301 were nature-themed. We found that few of these fully exploit the full range of capabilities inherent in the technology and/or have successfully captured the public imagination. Such breakthroughs will only be achieved by increasing the frequency and quality of collaboration between environmental scientists, information engineers, computer scientists, and interested publics.",English,28,url,https://doi.org/10.1007/s13280-015-0712-2,5,empirical,2015
321,Jolly,2,Assessing the Extent to Which Players Can Build Sustainable Cities in the Digital City-Builder Game “Cities: Skylines”,"This paper examines whether the commercial digital simulation game “Cities: Skylines” enables players to simulate sustainable city development. The analysis consists of an analytical framework founded on the literature regarding the UN Sustainable Development Goal “Sustainable Cities and Communities” (SDG 11, United Nations). The study applies the analytical framework to the city builder, observing that many aspects of sustainable city development can be employed when building a city in “Cities: Skylines”. While the analysis suggests that the in-game feedback is very neutral vis-à-vis sustainability, the game offers a vast digital space where players and pupils learning geography can practically experience and experiment with the complexity of urban geography. Thus, “Cities: Skylines” could offer the opportunity to familiarize learners with “Sustainable Cities and Communities”. The analysis helps to assess the extent to which the game can be of educational benefit for geography education despite its commercial character. The paper concludes with educational implications and emphasizes the opportunity to experience sustainable city development in the digital simulation game “Cities: Skylines”.",English,217,url,https://doi.org/10.3390/su151410780,47,empirical,2023
322,Kittel,1,The entomological diversity of Pokémon,,English,177,url,https://doi.org/10.5281/zenodo.8352151,47,empirical,2018
323,Kordyaka,5,Exploring the association between engagement with location-based game features and geting inspired about environmental issues and nature,"Today, millions worldwide play popular location-based games (LBGs) such as Pokémon GO. LBGs are designed to be played outdoors, and past research has shown that they can incentivize players to travel to nature. To further explore this nature-connection, we investigated via a mixed-methods approach the connections between engagement with LBGs, inspiration and environmental awareness as follows. First, we identifed relevant gamifcation features in Study 1. Based on the insights, we built a survey that we sent to Pokémon GO players (N=311) in Study 2. The results showed that (a) social networking features, reminders, and virtual objects were the most relevant gamifcation features to explain inspired by playing Pokémon GO and that (b) inspired to outdoor engagement partially mediated the relationship between inspired by playing Pokémon GO and environmental awareness. These results warrant further investigations into whether LBGs could motivate pro-environment attitudes and inspire people to care for nature.",English,101,url,https://doi.org/10.1145/3613904.3642786,47,empirical,2024
329,Laato,5,How Location-Based Games Incentivize Moving About: A Study in the Context of Nature-Going,"Location-based multiplayer games such as Pokémon GO are tied to real-world locations. Past research has demonstrated that, consequently, these games inuence where players move. In order to explore what dynamics in these games incentivize travel to specific places or areas, we engaged in interviews with active players. We discovered 11 unique game dynamics, which could be positioned under three overarching themes: (1) the playing field, as determined by the placement of points of interest, the players’ habitat and their surroundings; (2) the player communities and real life relationships, which motivated and directed the playing; and (3) coincidental motivational support, which highlighted how location-based games offer multi-layered motivation for players to travel to, and engage with, specific real-world locations. Our study contributes to the fields of gamified human mobility and human-nature interaction by elucidating how playful technologies can influence where and when people move.",English,198,url,https://doi.org/10.1145/3611044,46,empirical,2023
324,Korhonen,1,A Final Fantasy of eco-lifestyle - A case study of environmental agency in two video games,"The focus of this thesis is on environmental agency in two different video games, The Sims 4 Eco Lifestyle and Final Fantasy VII Remake. The research questions aim to answer how the player can act as an environmental agent in these two games and what are the key differences between these games. The study is executed in a form of qualitative two-case case study with the help of close reading. With close reading eight different types of agencies that form the typology of this study, will be analysed in order to answer the research questions. The data for this thesis was collected by playing both games and taking notes by following close reading. The notes were then analysed with the different types of agencies. The results showed clear overlapping of the types of agencies, and it could be said that environmental agency can be used better in the game when the overlapping is happening. The agencies complemented each other and made the possible learning process in the game more fulfilling. The main difference between the game seems to be that The Sims 4 Eco Lifestyle as a life simulation game offers more diverse possibilities for environmental player agency. The studies about environmental games are mainly focused on serious games and not so much on commercial games. Video games hold great potential to engage people in environmental things especially with the help of player agency. It offers the player the ability to make meaningful choices and if they are structure well, the player can see the consequences of their agency which serves as an effective feedback which could lead to positive learning. In this case, the environmental agency in the game could be transformed into real-life environmental agency. As video games have become more immersive and their environments more realistic, it could be worth considering that separating virtual environment from the real-life one might not be necessary anymore. Therefore, games like The Sims 4 Eco Lifestyle and Final Fantasy VII Remake could serve as an example of how environmental agency within them could be harnessed into wider use.",English,105,url,https://core.ac.uk/outputs/479169147/?utm_source=pdf&utm_medium=banner&utm_campaign=pdf-decoration-v1,46,empirical,2021
325,Kurniawan,3,Promoting Ecological Awareness in Metal Gear Solid V: Social Semiotic Approach,"Video game is a new media of telling stories to young people and adults and it is no longer seen as gameplay only but gameplay with story. Metal Gear Solid V: The Phantom Pain took Cold War as the main story background tells the story differently. The game system of this video game offers freedom to players to interact with anything during the gameplay, but this freedom has consequences. Applying social semiotic approach, this paper aims to identify how appraisal theory and narrative representation can be used to promote ecological awareness. After observing, collecting and viewing, transcribing and analyzing multimodal data, the researchers find that killing non-playable characters in form of human and animals and even enemy will reduce the score which is important in developing the playable characters’ weapons and equipment. Adopting the theory from Martin & White in appraisal theory and Kress and van Leewuen, Caple in narrative representation, this paper also finds that appraisal theory is used to guide the players to play in ethical way such as using non-lethal weaponry, capturing wild animals to protect them from war, and collecting medical plants as needed only, besides, the enemy soldiers can be hired and give beneficial results to the players when they are used to play. In narrative representation, the freedom of choices is designed to make ethical play more plausible.",English,183,url,https://doi.org/10.30743/ll.v7i2.8198,22,empirical,2023
326,Kvist,1,A Crisis of the Imagination: Games as a Tool for Visualizing Potential Futures,"In order for the societal paradigm to shift in favor of climate-conscious practices and behaviors, it is clear that new and radically different perspectives need to be introduced to the public’s perception of climate change and sustainability. Humanity is currently suffering from a crisis of the imagination; the illustrious yet hegemonic worldview that we have exhausted all options available to us in the face of climate change. This locks our future in to a set trajectory, as other options that may be unlikely yet possible and (un)desirable are ignored. Through the use of interactive media, specifically commercial video games, such radically different perspectives on the future can be presented to large audiences on a global scale and with instantaneous distribution. Commercial games are able to, through the interplay between interactivity, narrative intrigue and symbolic/ empathetic resonance, create worldmaking interactions which may in turn lead to escape velocity; a possible way to break free of the crisis of the imagination. The empirical foundation for the thesis was gathered through interviews with gamers from all over the world, in which participants shared their stories about gaming, sustainability and climate change. The thesis found that commercial video games are able to aid in the visualization of potential futures by offering worldmaking interactions. The strongest argument for using commercial video games as a conduit for worldmaking interactions seem to be their ability to appeal to our sense of empathy. Further, the thesis found that in this, commercial games are in some ways superior to serious games, though a joining of aspects from both types of games seem to hold greater potential still. Arguments can be made that commercial games lack transferability of experience, though the empirical results of this thesis seem to at least partially discredit this. Further research is needed to assert this fact more firmly. Keeping the empirical results in mind, the thesis offers a simple framework for developers to use in the development of commercially viable games aimed at worldmaking interactions for sustainability.",English,105,url,https://uu.diva-portal.org/smash/record.jsf?aq2=%5B%5B%5D%5D&c=27&af=%5B%5D&searchType=LIST_LATEST&sortOrder2=title_sort_asc&query=&language=sv&pid=diva2%3A1841625&aq=%5B%5B%5D%5D&sf=all&aqe=%5B%5D&sortOrder=author_sort_asc&onlyFullText=false&noOfRows=50&dswid=3005,42,empirical,2023
327,Laato,4,Balancing the Augmented Experience: Design Tensions in the Location-Based Game Pikmin Bloom,"Within the general development of games becoming more pervasive and daily life turning more gameful, various location- and movement-based games have become prominent in contemporary culture, and are increasingly used in augmenting the physical reality. This study investigates tensions that arise in augmenting the mundane experience of walking in both urban and nature environments with location-based games (LBGs). We conducted an 8-week autoethnographic study of a newly launched LBG, Pikmin Bloom, a game that can be characterised as gamified walking. We focused on the central design tension of “augmenting walking vs. avoiding disturbing players’ everyday life.” Connected to this, we discuss four other tensions: (1) promise of future vs. enjoyable present; (2) too abundant vs. too scarce rewards; (3) seeking symbiosis vs. manipulating the environment; and (4) player privacy vs. immersive gameplay. This work-in-progress suggests that failing to optimally balance these tensions can have detrimental effects on the playing experience.",English,79,url,https://doi.org/10.1145/3491101.3519785,46,empirical,2022
328,Laato,3,"Gamification of forest-going: Opportunities for players, landowners and the forest industry","There is a substantial body of literature suggesting a wide range of health benefits from forest bathing, hiking and walking in nature. For this reason, it is worth looking into technologies that could direct people to these activities. In this study, we focused on location-based games (LBGs) to identify and elucidate opportunities that the games provide for forest-goers, landowners and the forest industry. We invited experts from the fields of gamification (n=5), forestry (n=8) and others (n=3) to a design workshop on this topic. Using a qualitative analysis and synthesis to organize the generated workshop material, we ended up with eight potential aspects where LBGs could benefit forest-goers, and six categories of use cases where the games could benefit landowners and the forest industry. Our findings can be understood as a general overview of the design space of LBG – forest –human interaction and serve as a basis for future work in this domain.",English,99,url,https://ceur-ws.org/Vol-3147/,46,empirical,2022
330,Laato,5,How location-based gaming affects players' nature and forest experiences,"In our digitized modernity, there are an increasing number of discourses related to the benefits of returning to nature for well-being, health, lived daily experiences and promoting ecological sustainability. Concurrently, location-based games (LBGs), such as Pok´emon GO, have become a prominent game-technological trend, which influences players’ movement out and about in nature. Therefore, LBGs could potentially provide a fruitful development to re-establish some of the human-nature relationships lost in urbanization and industrialization. The aim of this study, therefore, is to explore how contemporary LBGs affect peoples’ relationship with nature. We conducted a qualitative study through semi-structured interviews among LBG players. We focused on two complementary seeding points of departure, (1) what aspects of the games affect how players interact with nature and/or are enticed to move in nature, and (2) how LBGs affect the experience in and of nature. The findings detail the multifaceted and bi-directional relationship of how LBGs affect players’ perceptions of nature, but simultaneously, nature changes and shapes players’ movement and experiences, potentially resulting in increased well-being and more sustainable gaming praxis.",English,98,url,https://doi.org/10.24251/hicss.2023.396,46,empirical,2023
331,Laato,7,Gamification of walking in nature: A field experiment with Pokémon GO Routes,"There are numerous benefits from regularly walking in nature, and today’s mobile technologies have the potential to encourage people to do so. Past research has showed that gamified map-based apps and locationbased games (LBGs) have the capability to incentivize people to go to nature areas in cities and beyond. In this study, we explored LBGs’ potential to bring people to nature by conducting a field experiment with a new mechanic called Routes in the popular LBG Pokémon GO. Prior to the Route feature’s launch, we created altogether 13 Routes of various lengths in both city and nature landscapes. We collected numerical in-game data of how many times each Route was walked and deployed a survey (n=67) for Pokémon GO players in the area where the Routes were made. The findings suggest that proximity to population concentrations and in-game rewards are key drivers of Route popularity. Players’ motivators to choose nature Routes over urban Routes were limited to outside-the-game factors such as scenery, and overall in our experiment the urban Routes turned out to be more popular.",English,198,url,https://doi.org/10.1145/3677075,46,empirical,2024
332,Larreina‑Morales,2,Video games for environmental awareness: the accessibility gap,"Video games addressing environmental issues have the potential to raise awareness among players about the pressing ecological crisis and motivate them to take individual and collective action towards sustainability. For these games to generate change on a large scale, everyone should be able to play them. However, persons with disabilities often encounter accessibility barriers that prevent or hinder their access to these games. This paper aims to bridge the gap between environmental awareness and accessibility by analysing three video games: Plasticity, Alba: A Wildlife Adventure, and The Sims 4: Eco Lifestyle. First, their environmental themes are examined. Second, their accessibility features are listed and assessed using a mixed-methods tool that combines a quantitative checklist with a user qualitative evaluation. Results show that these three games are similar in their exploration and slow-paced mechanics but lack a specific focus on accessibility, particularly regarding visual, hearing, and haptic stimuli. This leads to a reduced gaming experience for some players, and complete unplayability for others, especially users in need of visual accessibility features. To improve the situation, accessibility should be co-created with users and implemented from the design stage of the game. Future research includes analysing a larger selection of games, directly involving players in the assessment of accessibility features, and reception research examining the impact of environmental awareness on players with and without disabilities. In short, to bridge the accessibility gap in environmental awareness, it is crucial to prioritise inclusivity in video games so that everyone can participate in creating a more sustainable world.",English,229,url,https://doi.org/10.1007/s10209-023-01026-6,45,empirical,2023
333,Law,1,Digital creativity and ecolinguistics: An analysis of Final Fantasy VII Remake Intergrade,"This study explores the intersection of digital creativity and ecolinguistics through an analysis of ecological framings in the acclaimed video game Final Fantasy VII Remake Intergrade (FF7R_inter). Given the rise of ecocentric games during the COVID-19 pandemic, this research examines how FF7R_inter incorporates environmental themes and the potential impact of these themes on players’ ecological awareness. Utilizing an ecolinguistic discourse analysis approach, the study investigates the linguistic and multimodal resources used in the game to frame environmental issues such as fossil fuel dependency and eco-terrorism from a multiversal inter-reality perspective. The findings reveal that FF7R_inter employs specific rhetorical strategies, including differences in ecological framings and semantic choices, to convey ecological messages, thereby contributing to the broader discourse on environmental sustainability in pop culture. This research highlights the significant role that digital games can play in shaping public perceptions of environmental issues and underscores the importance of integrating ecolinguistic perspectives into the analysis of digital media.",English,178,url,https://doi.org/10.1075/jlpop.24012.law,21,empirical,2024
334,Le Vaillant,1,What’s your favourite Pokémon? Pocket monster popularity reflects interest in real-world Biology,,English,177,url,https://doi.org/10.5281/zenodo.8351906,45,empirical,2020
344,Meyers,2,“Green Washing” the Digital Playground: How Virtual Worlds Support Ecological Intelligence…or Do They?,"An emerging approach to teaching young people about sustainability is the use of immersive game spaces and virtual environments. This project focuses on children’s virtual worlds with an environmental values orientation to examine the ways these worlds work as vehicles of sustainability literacy. These worlds position themselves explicitly as ethical and sustainable spaces, focusing on environmental responsibility and stewardship. Yet, they contain only a veneer of ecological thinking, rely heavily on consumerist logic, and provide mixed messages for young people about what it means to conserve and consume. We use the lenses of Value Sensitive Design (VSD) and Ecocriticism to interrogate these technologies, exploring how the discursive practices of these spaces support or constrain different visions of a sustainable world.",English,95,url,https://doi.org/10.1145/2132176.2132308,8,empirical,2012
